Block size, Scaling factor bitwidth, Quantisation bitwidth, Mean EVM, Compression rate
600,11,9,119.185091,1.774164
600,11,10,29.612304,1.597072
600,11,11,7.386973,1.452125
600,12,8,534.095466,1.995012
600,12,9,119.185091,1.773836
600,12,10,29.612304,1.596806
600,12,11,7.386973,1.451906
600,12,12,1.845848,1.331115
600,13,8,534.095466,1.994598
600,13,9,119.185091,1.773508
600,13,10,29.612304,1.596541
600,13,11,7.386973,1.451686
600,13,12,1.845848,1.330930
600,13,13,0.462124,1.228721
600,14,8,534.095466,1.994184
600,14,9,119.185091,1.773181
600,14,10,29.612304,1.596275
600,14,11,7.386973,1.451467
600,14,12,1.845848,1.330746
600,14,13,0.462124,1.228564
600,14,14,0.115538,1.140956
600,15,8,534.095466,1.993769
600,15,9,119.185091,1.772853
600,15,10,29.612304,1.596010
600,15,11,7.386973,1.451247
600,15,12,1.845848,1.330561
600,15,13,0.462124,1.228407
600,15,14,0.115538,1.140820
600,15,15,0.028881,1.064892
600,16,8,534.095466,1.993355
600,16,9,119.185091,1.772526
600,16,10,29.612304,1.595745
600,16,11,7.386973,1.451028
600,16,12,1.845848,1.330377
600,16,13,0.462124,1.228250
600,16,14,0.115538,1.140684
600,16,15,0.028881,1.064774
600,16,16,0.007223,0.998336
640,8,8,538.424250,1.996880
640,9,8,538.424250,1.996491
640,9,9,120.113613,1.775004
640,10,8,538.424250,1.996101
640,10,9,120.113613,1.774697
640,10,10,29.830887,1.597504
640,11,8,538.424250,1.995712
640,11,9,120.113613,1.774389
640,11,10,29.830887,1.597255
640,11,11,7.443271,1.452276
640,12,8,538.424250,1.995323
640,12,9,120.113613,1.774082
640,12,10,29.830887,1.597006
640,12,11,7.443271,1.452070
640,12,12,1.859573,1.331253
640,13,8,538.424250,1.994935
640,13,9,120.113613,1.773774
640,13,10,29.830887,1.596757
640,13,11,7.443271,1.451864
640,13,12,1.859573,1.331080
640,13,13,0.465713,1.228849
640,14,8,538.424250,1.994546
640,14,9,120.113613,1.773467
640,14,10,29.830887,1.596508
640,14,11,7.443271,1.451659
640,14,12,1.859573,1.330907
640,14,13,0.465713,1.228702
640,14,14,0.116382,1.141074
640,15,8,538.424250,1.994158
640,15,9,120.113613,1.773160
640,15,10,29.830887,1.596259
640,15,11,7.443271,1.451453
640,15,12,1.859573,1.330734
640,15,13,0.465713,1.228554
640,15,14,0.116382,1.140947
640,15,15,0.029092,1.065003
640,16,8,538.424250,1.993769
640,16,9,120.113613,1.772853
640,16,10,29.830887,1.596010
640,16,11,7.443271,1.451247
640,16,12,1.859573,1.330561
640,16,13,0.465713,1.228407
640,16,14,0.116382,1.140820
640,16,15,0.029092,1.064892
640,16,16,0.007278,0.998440
768,8,8,549.782715,1.997399
768,9,8,549.782715,1.997075
768,9,9,122.521461,1.775466
768,10,8,549.782715,1.996750
768,10,9,122.521461,1.775209
768,10,10,30.425969,1.597919
768,11,8,549.782715,1.996426
768,11,9,122.521461,1.774953
768,11,10,30.425969,1.597712
768,11,11,7.590105,1.452654
768,12,8,549.782715,1.996101
768,12,9,122.521461,1.774697
768,12,10,30.425969,1.597504
768,12,11,7.590105,1.452482
768,12,12,1.896599,1.331599
768,13,8,549.782715,1.995777
768,13,9,122.521461,1.774440
768,13,10,30.425969,1.597296
768,13,11,7.590105,1.452311
768,13,12,1.896599,1.331455
768,13,13,0.474491,1.229169
768,14,8,549.782715,1.995453
768,14,9,122.521461,1.774184
768,14,10,30.425969,1.597089
768,14,11,7.590105,1.452139
768,14,12,1.896599,1.331311
768,14,13,0.474491,1.229046
768,14,14,0.118694,1.141371
768,15,8,549.782715,1.995129
768,15,9,122.521461,1.773928
768,15,10,30.425969,1.596881
768,15,11,7.590105,1.451967
768,15,12,1.896599,1.331167
768,15,13,0.474491,1.228923
768,15,14,0.118694,1.141265
768,15,15,0.029665,1.065280
768,16,8,549.782715,1.994805
768,16,9,122.521461,1.773672
768,16,10,30.425969,1.596674
768,16,11,7.590105,1.451796
768,16,12,1.896599,1.331023
768,16,13,0.474491,1.228800
768,16,14,0.118694,1.141159
768,16,15,0.029665,1.065187
768,16,16,0.007421,0.998700
800,8,8,553.712723,1.997503
800,9,8,553.712723,1.997191
800,9,9,123.359431,1.775558
800,10,8,553.712723,1.996880
800,10,9,123.359431,1.775312
800,10,10,30.596952,1.598002
800,11,8,553.712723,1.996568
800,11,9,123.359431,1.775066
800,11,10,30.596952,1.597803
800,11,11,7.638175,1.452730
800,12,8,553.712723,1.996257
800,12,9,123.359431,1.774820
800,12,10,30.596952,1.597604
800,12,11,7.638175,1.452565
800,12,12,1.908064,1.331669
800,13,8,553.712723,1.995946
800,13,9,123.359431,1.774574
800,13,10,30.596952,1.597404
800,13,11,7.638175,1.452400
800,13,12,1.908064,1.331530
800,13,13,0.477663,1.229233
800,14,8,553.712723,1.995635
800,14,9,123.359431,1.774328
800,14,10,30.596952,1.597205
800,14,11,7.638175,1.452235
800,14,12,1.908064,1.331392
800,14,13,0.477663,1.229115
800,14,14,0.119404,1.141430
800,15,8,553.712723,1.995323
800,15,9,123.359431,1.774082
800,15,10,30.596952,1.597006
800,15,11,7.638175,1.452070
800,15,12,1.908064,1.331253
800,15,13,0.477663,1.228997
800,15,14,0.119404,1.141329
800,15,15,0.029845,1.065335
800,16,8,553.712723,1.995012
800,16,9,123.359431,1.773836
800,16,10,30.596952,1.596806
800,16,11,7.638175,1.451906
800,16,12,1.908064,1.331115
800,16,13,0.477663,1.228879
800,16,14,0.119404,1.141227
800,16,15,0.029845,1.065246
800,16,16,0.007470,0.998752
960,8,8,561.588690,1.997919
960,9,8,561.588690,1.997659
960,9,9,125.079531,1.775928
960,10,8,561.588690,1.997399
960,10,9,125.079531,1.775723
960,10,10,31.017106,1.598335
960,11,8,561.588690,1.997140
960,11,9,125.079531,1.775517
960,11,10,31.017106,1.598169
960,11,11,7.740114,1.453032
960,12,8,561.588690,1.996880
960,12,9,125.079531,1.775312
960,12,10,31.017106,1.598002
960,12,11,7.740114,1.452894
960,12,12,1.933683,1.331946
960,13,8,561.588690,1.996620
960,13,9,125.079531,1.775107
960,13,10,31.017106,1.597836
960,13,11,7.740114,1.452757
960,13,12,1.933683,1.331830
960,13,13,0.483914,1.229489
960,14,8,561.588690,1.996361
960,14,9,125.079531,1.774902
960,14,10,31.017106,1.597670
960,14,11,7.740114,1.452620
960,14,12,1.933683,1.331715
960,14,13,0.483914,1.229390
960,14,14,0.120967,1.141668
960,15,8,561.588690,1.996101
960,15,9,125.079531,1.774697
960,15,10,31.017106,1.597504
960,15,11,7.740114,1.452482
960,15,12,1.933683,1.331599
960,15,13,0.483914,1.229292
960,15,14,0.120967,1.141583
960,15,15,0.030253,1.065557
960,16,8,561.588690,1.995842
960,16,9,125.079531,1.774492
960,16,10,31.017106,1.597338
960,16,11,7.740114,1.452345
960,16,12,1.933683,1.331484
960,16,13,0.483914,1.229193
960,16,14,0.120967,1.141498
960,16,15,0.030253,1.065483
960,16,16,0.007565,0.998959
1024,8,8,569.663732,1.998049
1024,9,8,569.663732,1.997805
1024,9,9,126.754923,1.776043
1024,10,8,569.663732,1.997562
1024,10,9,126.754923,1.775851
1024,10,10,31.445590,1.598439
1024,11,8,569.663732,1.997318
1024,11,9,126.754923,1.775658
1024,11,10,31.445590,1.598283
1024,11,11,7.844780,1.453126
1024,12,8,569.663732,1.997075
1024,12,9,126.754923,1.775466
1024,12,10,31.445590,1.598127
1024,12,11,7.844780,1.452998
1024,12,12,1.960343,1.332033
1024,13,8,569.663732,1.996831
1024,13,9,126.754923,1.775274
1024,13,10,31.445590,1.597971
1024,13,11,7.844780,1.452869
1024,13,12,1.960343,1.331924
1024,13,13,0.490277,1.229568
1024,14,8,569.663732,1.996588
1024,14,9,126.754923,1.775081
1024,14,10,31.445590,1.597815
1024,14,11,7.844780,1.452740
1024,14,12,1.960343,1.331816
1024,14,13,0.490277,1.229476
1024,14,14,0.122635,1.141742
1024,15,8,569.663732,1.996345
1024,15,9,126.754923,1.774889
1024,15,10,31.445590,1.597660
1024,15,11,7.844780,1.452611
1024,15,12,1.960343,1.331708
1024,15,13,0.490277,1.229384
1024,15,14,0.122635,1.141663
1024,15,15,0.030633,1.065626
1024,16,8,569.663732,1.996101
1024,16,9,126.754923,1.774697
1024,16,10,31.445590,1.597504
1024,16,11,7.844780,1.452482
1024,16,12,1.960343,1.331599
1024,16,13,0.490277,1.229292
1024,16,14,0.122635,1.141583
1024,16,15,0.030633,1.065557
1024,16,16,0.007663,0.999024
1200,8,8,586.574297,1.998335
1200,9,8,586.574297,1.998127
1200,9,9,130.343683,1.776298
1200,10,8,586.574297,1.997919
1200,10,9,130.343683,1.776133
1200,10,10,32.290542,1.598668
1200,11,8,586.574297,1.997711
1200,11,9,130.343683,1.775969
1200,11,10,32.290542,1.598535
1200,11,11,8.059249,1.453334
1200,12,8,586.574297,1.997503
1200,12,9,130.343683,1.775805
1200,12,10,32.290542,1.598402
1200,12,11,8.059249,1.453224
1200,12,12,2.012951,1.332223
1200,13,8,586.574297,1.997295
1200,13,9,130.343683,1.775640
1200,13,10,32.290542,1.598269
1200,13,11,8.059249,1.453114
1200,13,12,2.012951,1.332131
1200,13,13,0.503624,1.229744
1200,14,8,586.574297,1.997088
1200,14,9,130.343683,1.775476
1200,14,10,32.290542,1.598136
1200,14,11,8.059249,1.453004
1200,14,12,2.012951,1.332038
1200,14,13,0.503624,1.229666
1200,14,14,0.125939,1.141906
1200,15,8,586.574297,1.996880
1200,15,9,130.343683,1.775312
1200,15,10,32.290542,1.598002
1200,15,11,8.059249,1.452894
1200,15,12,2.012951,1.331946
1200,15,13,0.503624,1.229587
1200,15,14,0.125939,1.141838
1200,15,15,0.031484,1.065779
1200,16,8,586.574297,1.996672
1200,16,9,130.343683,1.775148
1200,16,10,32.290542,1.597870
1200,16,11,8.059249,1.452785
1200,16,12,2.012951,1.331853
1200,16,13,0.503624,1.229508
1200,16,14,0.125939,1.141770
1200,16,15,0.031484,1.065719
1200,16,16,0.007873,0.999167
1280,8,8,589.352559,1.998439
1280,9,8,589.352559,1.998244
1280,9,9,130.931704,1.776390
1280,10,8,589.352559,1.998049
1280,10,9,130.931704,1.776236
1280,10,10,32.452161,1.598751
1280,11,8,589.352559,1.997854
1280,11,9,130.931704,1.776082
1280,11,10,32.452161,1.598626
1280,11,11,8.100498,1.453410
1280,12,8,589.352559,1.997659
1280,12,9,130.931704,1.775928
1280,12,10,32.452161,1.598501
1280,12,11,8.100498,1.453307
1280,12,12,2.022921,1.332292
1280,13,8,589.352559,1.997464
1280,13,9,130.931704,1.775774
1280,13,10,32.452161,1.598377
1280,13,11,8.100498,1.453204
1280,13,12,2.022921,1.332206
1280,13,13,0.506140,1.229808
1280,14,8,589.352559,1.997269
1280,14,9,130.931704,1.775620
1280,14,10,32.452161,1.598252
1280,14,11,8.100498,1.453101
1280,14,12,2.022921,1.332119
1280,14,13,0.506140,1.229735
1280,14,14,0.126590,1.141965
1280,15,8,589.352559,1.997075
1280,15,9,130.931704,1.775466
1280,15,10,32.452161,1.598127
1280,15,11,8.100498,1.452998
1280,15,12,2.022921,1.332033
1280,15,13,0.506140,1.229661
1280,15,14,0.126590,1.141901
1280,15,15,0.031644,1.065834
1280,16,8,589.352559,1.996880
1280,16,9,130.931704,1.775312
1280,16,10,32.452161,1.598002
1280,16,11,8.100498,1.452894
1280,16,12,2.022921,1.331946
1280,16,13,0.506140,1.229587
1280,16,14,0.126590,1.141838
1280,16,15,0.031644,1.065779
1280,16,16,0.007911,0.999219
1536,8,8,604.025605,1.998699
1536,9,8,604.025605,1.998536
1536,9,9,134.080519,1.776621
1536,10,8,604.025605,1.998374
1536,10,9,134.080519,1.776493
1536,10,10,33.189520,1.598959
1536,11,8,604.025605,1.998211
1536,11,9,134.080519,1.776364
1536,11,10,33.189520,1.598855
1536,11,11,8.288625,1.453599
1536,12,8,604.025605,1.998049
1536,12,9,134.080519,1.776236
1536,12,10,33.189520,1.598751
1536,12,11,8.288625,1.453513
1536,12,12,2.068884,1.332466
1536,13,8,604.025605,1.997886
1536,13,9,134.080519,1.776108
1536,13,10,33.189520,1.598647
1536,13,11,8.288625,1.453427
1536,13,12,2.068884,1.332394
1536,13,13,0.517622,1.229968
1536,14,8,604.025605,1.997724
1536,14,9,134.080519,1.775979
1536,14,10,33.189520,1.598543
1536,14,11,8.288625,1.453341
1536,14,12,2.068884,1.332321
1536,14,13,0.517622,1.229907
1536,14,14,0.129406,1.142114
1536,15,8,604.025605,1.997562
1536,15,9,134.080519,1.775851
1536,15,10,33.189520,1.598439
1536,15,11,8.288625,1.453255
1536,15,12,2.068884,1.332249
1536,15,13,0.517622,1.229845
1536,15,14,0.129406,1.142061
1536,15,15,0.032365,1.065973
1536,16,8,604.025605,1.997399
1536,16,9,134.080519,1.775723
1536,16,10,33.189520,1.598335
1536,16,11,8.288625,1.453169
1536,16,12,2.068884,1.332177
1536,16,13,0.517622,1.229784
1536,16,14,0.129406,1.142007
1536,16,15,0.032365,1.065926
1536,16,16,0.008094,0.999349
1600,8,8,609.077977,1.998751
1600,9,8,609.077977,1.998595
1600,9,9,135.152789,1.776667
1600,10,8,609.077977,1.998439
1600,10,9,135.152789,1.776544
1600,10,10,33.456722,1.599001
1600,11,8,609.077977,1.998283
1600,11,9,135.152789,1.776421
1600,11,10,33.456722,1.598901
1600,11,11,8.352094,1.453637
1600,12,8,609.077977,1.998127
1600,12,9,135.152789,1.776298
1600,12,10,33.456722,1.598801
1600,12,11,8.352094,1.453554
1600,12,12,2.086121,1.332501
1600,13,8,609.077977,1.997971
1600,13,9,135.152789,1.776174
1600,13,10,33.456722,1.598701
1600,13,11,8.352094,1.453472
1600,13,12,2.086121,1.332431
1600,13,13,0.521899,1.230000
1600,14,8,609.077977,1.997815
1600,14,9,135.152789,1.776051
1600,14,10,33.456722,1.598601
1600,14,11,8.352094,1.453389
1600,14,12,2.086121,1.332362
1600,14,13,0.521899,1.229941
1600,14,14,0.130503,1.142143
1600,15,8,609.077977,1.997659
1600,15,9,135.152789,1.775928
1600,15,10,33.456722,1.598501
1600,15,11,8.352094,1.453307
1600,15,12,2.086121,1.332292
1600,15,13,0.521899,1.229882
1600,15,14,0.130503,1.142092
1600,15,15,0.032606,1.066000
1600,16,8,609.077977,1.997503
1600,16,9,135.152789,1.775805
1600,16,10,33.456722,1.598402
1600,16,11,8.352094,1.453224
1600,16,12,2.086121,1.332223
1600,16,13,0.521899,1.229823
1600,16,14,0.130503,1.142041
1600,16,15,0.032606,1.065956
1600,16,16,0.008160,0.999375
1920,8,8,624.379549,1.998959
1920,9,8,624.379549,1.998829
1920,9,9,138.435615,1.776852
1920,10,8,624.379549,1.998699
1920,10,9,138.435615,1.776750
1920,10,10,34.232754,1.599167
1920,11,8,624.379549,1.998569
1920,11,9,138.435615,1.776647
1920,11,10,34.232754,1.599084
1920,11,11,8.552473,1.453788
1920,12,8,624.379549,1.998439
1920,12,9,138.435615,1.776544
1920,12,10,34.232754,1.599001
1920,12,11,8.552473,1.453719
1920,12,12,2.134105,1.332639
1920,13,8,624.379549,1.998309
1920,13,9,138.435615,1.776441
1920,13,10,34.232754,1.598917
1920,13,11,8.552473,1.453651
1920,13,12,2.134105,1.332581
1920,13,13,0.534252,1.230129
1920,14,8,624.379549,1.998179
1920,14,9,138.435615,1.776339
1920,14,10,34.232754,1.598834
1920,14,11,8.552473,1.453582
1920,14,12,2.134105,1.332524
1920,14,13,0.534252,1.230079
1920,14,14,0.133554,1.142262
1920,15,8,624.379549,1.998049
1920,15,9,138.435615,1.776236
1920,15,10,34.232754,1.598751
1920,15,11,8.552473,1.453513
1920,15,12,2.134105,1.332466
1920,15,13,0.534252,1.230030
1920,15,14,0.133554,1.142220
1920,15,15,0.033378,1.066111
1920,16,8,624.379549,1.997919
1920,16,9,138.435615,1.776133
1920,16,10,34.232754,1.598668
1920,16,11,8.552473,1.453444
1920,16,12,2.134105,1.332408
1920,16,13,0.534252,1.229981
1920,16,14,0.133554,1.142177
1920,16,15,0.033378,1.066074
1920,16,16,0.008347,0.999479
2048,8,8,632.280666,1.999024
2048,9,8,632.280666,1.998902
2048,9,9,140.060225,1.776910
2048,10,8,632.280666,1.998780
2048,10,9,140.060225,1.776814
2048,10,10,34.648559,1.599219
2048,11,8,632.280666,1.998658
2048,11,9,140.060225,1.776717
2048,11,10,34.648559,1.599141
2048,11,11,8.650379,1.453836
2048,12,8,632.280666,1.998536
2048,12,9,140.060225,1.776621
2048,12,10,34.648559,1.599063
2048,12,11,8.650379,1.453771
2048,12,12,2.159802,1.332683
2048,13,8,632.280666,1.998414
2048,13,9,140.060225,1.776525
2048,13,10,34.648559,1.598985
2048,13,11,8.650379,1.453707
2048,13,12,2.159802,1.332628
2048,13,13,0.540519,1.230169
2048,14,8,632.280666,1.998292
2048,14,9,140.060225,1.776428
2048,14,10,34.648559,1.598907
2048,14,11,8.650379,1.453642
2048,14,12,2.159802,1.332574
2048,14,13,0.540519,1.230122
2048,14,14,0.135167,1.142299
2048,15,8,632.280666,1.998171
2048,15,9,140.060225,1.776332
2048,15,10,34.648559,1.598829
2048,15,11,8.650379,1.453578
2048,15,12,2.159802,1.332520
2048,15,13,0.540519,1.230076
2048,15,14,0.135167,1.142260
2048,15,15,0.033767,1.066146
2048,16,8,632.280666,1.998049
2048,16,9,140.060225,1.776236
2048,16,10,34.648559,1.598751
2048,16,11,8.650379,1.453513
2048,16,12,2.159802,1.332466
2048,16,13,0.540519,1.230030
2048,16,14,0.135167,1.142220
2048,16,15,0.033767,1.066111
2048,16,16,0.008446,0.999512
2400,8,8,652.795077,1.999167
2400,9,8,652.795077,1.999063
2400,9,9,144.444050,1.777037
2400,10,8,652.795077,1.998959
2400,10,9,144.444050,1.776955
2400,10,10,35.695961,1.599334
2400,11,8,652.795077,1.998855
2400,11,9,144.444050,1.776873
2400,11,10,35.695961,1.599267
2400,11,11,8.916220,1.453940
2400,12,8,652.795077,1.998751
2400,12,9,144.444050,1.776791
2400,12,10,35.695961,1.599200
2400,12,11,8.916220,1.453885
2400,12,12,2.225316,1.332778
2400,13,8,652.795077,1.998647
2400,13,9,144.444050,1.776708
2400,13,10,35.695961,1.599134
2400,13,11,8.916220,1.453830
2400,13,12,2.225316,1.332732
2400,13,13,0.556889,1.230257
2400,14,8,652.795077,1.998543
2400,14,9,144.444050,1.776626
2400,14,10,35.695961,1.599067
2400,14,11,8.916220,1.453775
2400,14,12,2.225316,1.332686
2400,14,13,0.556889,1.230217
2400,14,14,0.139209,1.142381
2400,15,8,652.795077,1.998439
2400,15,9,144.444050,1.776544
2400,15,10,35.695961,1.599001
2400,15,11,8.916220,1.453719
2400,15,12,2.225316,1.332639
2400,15,13,0.556889,1.230178
2400,15,14,0.139209,1.142347
2400,15,15,0.034793,1.066222
2400,16,8,652.795077,1.998335
2400,16,9,144.444050,1.776462
2400,16,10,35.695961,1.598934
2400,16,11,8.916220,1.453664
2400,16,12,2.225316,1.332593
2400,16,13,0.556889,1.230138
2400,16,14,0.139209,1.142313
2400,16,15,0.034793,1.066193
2400,16,16,0.008708,0.999584
2560,8,8,659.948893,1.999219
2560,9,8,659.948893,1.999121
2560,9,9,145.986313,1.777084
2560,10,8,659.948893,1.999024
2560,10,9,145.986313,1.777007
2560,10,10,36.067836,1.599375
2560,11,8,659.948893,1.998926
2560,11,9,145.986313,1.776929
2560,11,10,36.067836,1.599313
2560,11,11,9.009315,1.453977
2560,12,8,659.948893,1.998829
2560,12,9,145.986313,1.776852
2560,12,10,36.067836,1.599250
2560,12,11,9.009315,1.453926
2560,12,12,2.248726,1.332813
2560,13,8,659.948893,1.998731
2560,13,9,145.986313,1.776775
2560,13,10,36.067836,1.599188
2560,13,11,9.009315,1.453874
2560,13,12,2.248726,1.332769
2560,13,13,0.562577,1.230289
2560,14,8,659.948893,1.998634
2560,14,9,145.986313,1.776698
2560,14,10,36.067836,1.599125
2560,14,11,9.009315,1.453823
2560,14,12,2.248726,1.332726
2560,14,13,0.562577,1.230252
2560,14,14,0.140703,1.142411
2560,15,8,659.948893,1.998536
2560,15,9,145.986313,1.776621
2560,15,10,36.067836,1.599063
2560,15,11,9.009315,1.453771
2560,15,12,2.248726,1.332683
2560,15,13,0.562577,1.230215
2560,15,14,0.140703,1.142379
2560,15,15,0.035135,1.066250
2560,16,8,659.948893,1.998439
2560,16,9,145.986313,1.776544
2560,16,10,36.067836,1.599001
2560,16,11,9.009315,1.453719
2560,16,12,2.248726,1.332639
2560,16,13,0.562577,1.230178
2560,16,14,0.140703,1.142347
2560,16,15,0.035135,1.066222
2560,16,16,0.008797,0.999610
3072,8,8,665.285171,1.999349
3072,9,8,665.285171,1.999268
3072,9,9,147.087921,1.777199
3072,10,8,665.285171,1.999187
3072,10,9,147.087921,1.777135
3072,10,10,36.326247,1.599479
3072,11,8,665.285171,1.999105
3072,11,9,147.087921,1.777071
3072,11,10,36.326247,1.599427
3072,11,11,9.076726,1.454072
3072,12,8,665.285171,1.999024
3072,12,9,147.087921,1.777007
3072,12,10,36.326247,1.599375
3072,12,11,9.076726,1.454029
3072,12,12,2.265530,1.332899
3072,13,8,665.285171,1.998943
3072,13,9,147.087921,1.776942
3072,13,10,36.326247,1.599323
3072,13,11,9.076726,1.453986
3072,13,12,2.265530,1.332863
3072,13,13,0.566833,1.230369
3072,14,8,665.285171,1.998861
3072,14,9,147.087921,1.776878
3072,14,10,36.326247,1.599271
3072,14,11,9.076726,1.453943
3072,14,12,2.265530,1.332827
3072,14,13,0.566833,1.230338
3072,14,14,0.141732,1.142485
3072,15,8,665.285171,1.998780
3072,15,9,147.087921,1.776814
3072,15,10,36.326247,1.599219
3072,15,11,9.076726,1.453900
3072,15,12,2.265530,1.332791
3072,15,13,0.566833,1.230307
3072,15,14,0.141732,1.142459
3072,15,15,0.035413,1.066320
3072,16,8,665.285171,1.998699
3072,16,9,147.087921,1.776750
3072,16,10,36.326247,1.599167
3072,16,11,9.076726,1.453857
3072,16,12,2.265530,1.332755
3072,16,13,0.566833,1.230276
3072,16,14,0.141732,1.142432
3072,16,15,0.035413,1.066296
3072,16,16,0.008861,0.999675
3200,8,8,667.621870,1.999375
3200,9,8,667.621870,1.999297
3200,9,9,147.594436,1.777222
3200,10,8,667.621870,1.999219
3200,10,9,147.594436,1.777161
3200,10,10,36.447878,1.599500
3200,11,8,667.621870,1.999141
3200,11,9,147.594436,1.777099
3200,11,10,36.447878,1.599450
3200,11,11,9.103825,1.454091
3200,12,8,667.621870,1.999063
3200,12,9,147.594436,1.777037
3200,12,10,36.447878,1.599400
3200,12,11,9.103825,1.454050
3200,12,12,2.273291,1.332917
3200,13,8,667.621870,1.998985
3200,13,9,147.594436,1.776976
3200,13,10,36.447878,1.599350
3200,13,11,9.103825,1.454008
3200,13,12,2.273291,1.332882
3200,13,13,0.568682,1.230385
3200,14,8,667.621870,1.998907
3200,14,9,147.594436,1.776914
3200,14,10,36.447878,1.599300
3200,14,11,9.103825,1.453967
3200,14,12,2.273291,1.332847
3200,14,13,0.568682,1.230355
3200,14,14,0.142144,1.142500
3200,15,8,667.621870,1.998829
3200,15,9,147.594436,1.776852
3200,15,10,36.447878,1.599250
3200,15,11,9.103825,1.453926
3200,15,12,2.273291,1.332813
3200,15,13,0.568682,1.230326
3200,15,14,0.142144,1.142475
3200,15,15,0.035523,1.066333
3200,16,8,667.621870,1.998751
3200,16,9,147.594436,1.776791
3200,16,10,36.447878,1.599200
3200,16,11,9.103825,1.453885
3200,16,12,2.273291,1.332778
3200,16,13,0.568682,1.230296
3200,16,14,0.142144,1.142449
3200,16,15,0.035523,1.066311
3200,16,16,0.008889,0.999688
3840,8,8,676.189748,1.999479
3840,9,8,676.189748,1.999414
3840,9,9,149.407859,1.777315
3840,10,8,676.189748,1.999349
3840,10,9,149.407859,1.777264
3840,10,10,36.897371,1.599583
3840,11,8,676.189748,1.999284
3840,11,9,149.407859,1.777212
3840,11,10,36.897371,1.599542
3840,11,11,9.217258,1.454167
3840,12,8,676.189748,1.999219
3840,12,9,149.407859,1.777161
3840,12,10,36.897371,1.599500
3840,12,11,9.217258,1.454132
3840,12,12,2.300234,1.332986
3840,13,8,676.189748,1.999154
3840,13,9,149.407859,1.777109
3840,13,10,36.897371,1.599459
3840,13,11,9.217258,1.454098
3840,13,12,2.300234,1.332957
3840,13,13,0.575597,1.230449
3840,14,8,676.189748,1.999089
3840,14,9,149.407859,1.777058
3840,14,10,36.897371,1.599417
3840,14,11,9.217258,1.454064
3840,14,12,2.300234,1.332928
3840,14,13,0.575597,1.230424
3840,14,14,0.143888,1.142560
3840,15,8,676.189748,1.999024
3840,15,9,149.407859,1.777007
3840,15,10,36.897371,1.599375
3840,15,11,9.217258,1.454029
3840,15,12,2.300234,1.332899
3840,15,13,0.575597,1.230400
3840,15,14,0.143888,1.142538
3840,15,15,0.035957,1.066389
3840,16,8,676.189748,1.998959
3840,16,9,149.407859,1.776955
3840,16,10,36.897371,1.599334
3840,16,11,9.217258,1.453995
3840,16,12,2.300234,1.332871
3840,16,13,0.575597,1.230375
3840,16,14,0.143888,1.142517
3840,16,15,0.035957,1.066370
3840,16,16,0.009000,0.999740
4096,8,8,689.597588,1.999512
4096,9,8,689.597588,1.999451
4096,9,9,152.263223,1.777344
4096,10,8,689.597588,1.999390
4096,10,9,152.263223,1.777296
4096,10,10,37.574694,1.599609
4096,11,8,689.597588,1.999329
4096,11,9,152.263223,1.777247
4096,11,10,37.574694,1.599570
4096,11,11,9.385809,1.454190
4096,12,8,689.597588,1.999268
4096,12,9,152.263223,1.777199
4096,12,10,37.574694,1.599531
4096,12,11,9.385809,1.454158
4096,12,12,2.343263,1.333008
4096,13,8,689.597588,1.999207
4096,13,9,152.263223,1.777151
4096,13,10,37.574694,1.599492
4096,13,11,9.385809,1.454126
4096,13,12,2.343263,1.332981
4096,13,13,0.586232,1.230469
4096,14,8,689.597588,1.999146
4096,14,9,152.263223,1.777103
4096,14,10,37.574694,1.599453
4096,14,11,9.385809,1.454094
4096,14,12,2.343263,1.332954
4096,14,13,0.586232,1.230446
4096,14,14,0.146575,1.142578
4096,15,8,689.597588,1.999085
4096,15,9,152.263223,1.777055
4096,15,10,37.574694,1.599414
4096,15,11,9.385809,1.454061
4096,15,12,2.343263,1.332927
4096,15,13,0.586232,1.230423
4096,15,14,0.146575,1.142558
4096,15,15,0.036618,1.066406
4096,16,8,689.597588,1.999024
4096,16,9,152.263223,1.777007
4096,16,10,37.574694,1.599375
4096,16,11,9.385809,1.454029
4096,16,12,2.343263,1.332899
4096,16,13,0.586232,1.230400
4096,16,14,0.146575,1.142538
4096,16,15,0.036618,1.066389
4096,16,16,0.009166,0.999756
4800,8,8,701.628394,1.999583
4800,9,8,701.628394,1.999531
4800,9,9,154.805082,1.777407
4800,10,8,701.628394,1.999479
4800,10,9,154.805082,1.777366
4800,10,10,38.190538,1.599667
4800,11,8,701.628394,1.999427
4800,11,9,154.805082,1.777325
4800,11,10,38.190538,1.599633
4800,11,11,9.539333,1.454242
4800,12,8,701.628394,1.999375
4800,12,9,154.805082,1.777284
4800,12,10,38.190538,1.599600
4800,12,11,9.539333,1.454215
4800,12,12,2.381848,1.333056
4800,13,8,701.628394,1.999323
4800,13,9,154.805082,1.777243
4800,13,10,38.190538,1.599567
4800,13,11,9.539333,1.454187
4800,13,12,2.381848,1.333032
4800,13,13,0.595878,1.230513
4800,14,8,701.628394,1.999271
4800,14,9,154.805082,1.777202
4800,14,10,38.190538,1.599533
4800,14,11,9.539333,1.454160
4800,14,12,2.381848,1.333009
4800,14,13,0.595878,1.230493
4800,14,14,0.148991,1.142619
4800,15,8,701.628394,1.999219
4800,15,9,154.805082,1.777161
4800,15,10,38.190538,1.599500
