Block size, Scaling factor bitwidth, Quantisation bitwidth, Mean EVM, Compression rate
4800,15,11,9.539333,1.454132
4800,15,12,2.381848,1.332986
4800,15,13,0.595878,1.230473
4800,15,14,0.148991,1.142602
4800,15,15,0.037222,1.066444
4800,16,8,701.628394,1.999167
4800,16,9,154.805082,1.777120
4800,16,10,38.190538,1.599467
4800,16,11,9.539333,1.454105
4800,16,12,2.381848,1.332963
4800,16,13,0.595878,1.230454
4800,16,14,0.148991,1.142585
4800,16,15,0.037222,1.066430
4800,16,16,0.009317,0.999792
5120,8,8,707.862015,1.999609
5120,9,8,707.862015,1.999561
5120,9,9,156.150152,1.777431
5120,10,8,707.862015,1.999512
5120,10,9,156.150152,1.777392
5120,10,10,38.513803,1.599688
5120,11,8,707.862015,1.999463
5120,11,9,156.150152,1.777353
5120,11,10,38.513803,1.599656
5120,11,11,9.617619,1.454261
5120,12,8,707.862015,1.999414
5120,12,9,156.150152,1.777315
5120,12,10,38.513803,1.599625
5120,12,11,9.617619,1.454236
5120,12,12,2.402110,1.333073
5120,13,8,707.862015,1.999365
5120,13,9,156.150152,1.777276
5120,13,10,38.513803,1.599594
5120,13,11,9.617619,1.454210
5120,13,12,2.402110,1.333051
5120,13,13,0.600798,1.230529
5120,14,8,707.862015,1.999317
5120,14,9,156.150152,1.777238
5120,14,10,38.513803,1.599563
5120,14,11,9.617619,1.454184
5120,14,12,2.402110,1.333030
5120,14,13,0.600798,1.230510
5120,14,14,0.150282,1.142634
5120,15,8,707.862015,1.999268
5120,15,9,156.150152,1.777199
5120,15,10,38.513803,1.599531
5120,15,11,9.617619,1.454158
5120,15,12,2.402110,1.333008
5120,15,13,0.600798,1.230492
5120,15,14,0.150282,1.142618
5120,15,15,0.037527,1.066458
5120,16,8,707.862015,1.999219
5120,16,9,156.150152,1.777161
5120,16,10,38.513803,1.599500
5120,16,11,9.617619,1.454132
5120,16,12,2.402110,1.332986
5120,16,13,0.600798,1.230473
5120,16,14,0.150282,1.142602
5120,16,15,0.037527,1.066444
5120,16,16,0.009394,0.999805
6144,8,8,696.653738,1.999675
6144,9,8,696.653738,1.999634
6144,9,9,153.765042,1.777488
6144,10,8,696.653738,1.999593
6144,10,9,153.765042,1.777456
6144,10,10,37.939295,1.599740
6144,11,8,696.653738,1.999553
6144,11,9,153.765042,1.777424
6144,11,10,37.939295,1.599714
6144,11,11,9.473428,1.454309
6144,12,8,696.653738,1.999512
6144,12,9,153.765042,1.777392
6144,12,10,37.939295,1.599688
6144,12,11,9.473428,1.454287
6144,12,12,2.366046,1.333116
6144,13,8,696.653738,1.999471
6144,13,9,153.765042,1.777360
6144,13,10,37.939295,1.599662
6144,13,11,9.473428,1.454266
6144,13,12,2.366046,1.333098
6144,13,13,0.591900,1.230569
6144,14,8,696.653738,1.999431
6144,14,9,153.765042,1.777328
6144,14,10,37.939295,1.599635
6144,14,11,9.473428,1.454244
6144,14,12,2.366046,1.333080
6144,14,13,0.591900,1.230554
6144,14,14,0.148006,1.142671
6144,15,8,696.653738,1.999390
6144,15,9,153.765042,1.777296
6144,15,10,37.939295,1.599609
6144,15,11,9.473428,1.454223
6144,15,12,2.366046,1.333062
6144,15,13,0.591900,1.230538
6144,15,14,0.148006,1.142658
6144,15,15,0.036973,1.066493
6144,16,8,696.653738,1.999349
6144,16,9,153.765042,1.777264
6144,16,10,37.939295,1.599583
6144,16,11,9.473428,1.454201
6144,16,12,2.366046,1.333044
6144,16,13,0.591900,1.230523
6144,16,14,0.148006,1.142645
6144,16,15,0.036973,1.066482
6144,16,16,0.009252,0.999837
6400,8,8,711.146045,1.999688
6400,9,8,711.146045,1.999648
6400,9,9,156.849593,1.777500
6400,10,8,711.146045,1.999609
6400,10,9,156.849593,1.777469
6400,10,10,38.675329,1.599750
6400,11,8,711.146045,1.999570
6400,11,9,156.849593,1.777438
6400,11,10,38.675329,1.599725
6400,11,11,9.662061,1.454318
6400,12,8,711.146045,1.999531
6400,12,9,156.849593,1.777407
6400,12,10,38.675329,1.599700
6400,12,11,9.662061,1.454298
6400,12,12,2.412821,1.333125
6400,13,8,711.146045,1.999492
6400,13,9,156.849593,1.777377
6400,13,10,38.675329,1.599675
6400,13,11,9.662061,1.454277
6400,13,12,2.412821,1.333108
6400,13,13,0.603530,1.230577
6400,14,8,711.146045,1.999453
6400,14,9,156.849593,1.777346
6400,14,10,38.675329,1.599650
6400,14,11,9.662061,1.454256
6400,14,12,2.412821,1.333090
6400,14,13,0.603530,1.230562
6400,14,14,0.150854,1.142679
6400,15,8,711.146045,1.999414
6400,15,9,156.849593,1.777315
6400,15,10,38.675329,1.599625
6400,15,11,9.662061,1.454236
6400,15,12,2.412821,1.333073
6400,15,13,0.603530,1.230547
6400,15,14,0.150854,1.142666
6400,15,15,0.037693,1.066500
6400,16,8,711.146045,1.999375
6400,16,9,156.849593,1.777284
6400,16,10,38.675329,1.599600
6400,16,11,9.662061,1.454215
6400,16,12,2.412821,1.333056
6400,16,13,0.603530,1.230533
6400,16,14,0.150854,1.142653
6400,16,15,0.037693,1.066489
6400,16,16,0.009435,0.999844
7680,8,8,725.130525,1.999740
7680,9,8,725.130525,1.999707
7680,9,9,159.796558,1.777546
7680,10,8,725.130525,1.999675
7680,10,9,159.796558,1.777521
7680,10,10,39.392564,1.599792
7680,11,8,725.130525,1.999642
7680,11,9,159.796558,1.777495
7680,11,10,39.392564,1.599771
7680,11,11,9.840417,1.454356
7680,12,8,725.130525,1.999609
7680,12,9,159.796558,1.777469
7680,12,10,39.392564,1.599750
7680,12,11,9.840417,1.454339
7680,12,12,2.457115,1.333160
7680,13,8,725.130525,1.999577
7680,13,9,159.796558,1.777443
7680,13,10,39.392564,1.599729
7680,13,11,9.840417,1.454322
7680,13,12,2.457115,1.333145
7680,13,13,0.614677,1.230609
7680,14,8,725.130525,1.999544
7680,14,9,159.796558,1.777418
7680,14,10,39.392564,1.599708
7680,14,11,9.840417,1.454304
7680,14,12,2.457115,1.333131
7680,14,13,0.614677,1.230597
7680,14,14,0.153698,1.142708
7680,15,8,725.130525,1.999512
7680,15,9,159.796558,1.777392
7680,15,10,39.392564,1.599688
7680,15,11,9.840417,1.454287
7680,15,12,2.457115,1.333116
7680,15,13,0.614677,1.230584
7680,15,14,0.153698,1.142698
7680,15,15,0.038399,1.066528
7680,16,8,725.130525,1.999479
7680,16,9,159.796558,1.777366
7680,16,10,39.392564,1.599667
7680,16,11,9.840417,1.454270
7680,16,12,2.457115,1.333102
7680,16,13,0.614677,1.230572
7680,16,14,0.153698,1.142687
7680,16,15,0.038399,1.066519
7680,16,16,0.009614,0.999870
9600,8,8,730.104231,1.999792
9600,9,8,730.104231,1.999766
9600,9,9,160.858960,1.777593
9600,10,8,730.104231,1.999740
9600,10,9,160.858960,1.777572
9600,10,10,39.646494,1.599833
9600,11,8,730.104231,1.999714
9600,11,9,160.858960,1.777551
9600,11,10,39.646494,1.599817
9600,11,11,9.905215,1.454394
9600,12,8,730.104231,1.999688
9600,12,9,160.858960,1.777531
9600,12,10,39.646494,1.599800
9600,12,11,9.905215,1.454380
9600,12,12,2.473687,1.333194
9600,13,8,730.104231,1.999662
9600,13,9,160.858960,1.777510
9600,13,10,39.646494,1.599783
9600,13,11,9.905215,1.454366
9600,13,12,2.473687,1.333183
9600,13,13,0.618715,1.230641
9600,14,8,730.104231,1.999635
9600,14,9,160.858960,1.777490
9600,14,10,39.646494,1.599767
9600,14,11,9.905215,1.454353
9600,14,12,2.473687,1.333171
9600,14,13,0.618715,1.230631
9600,14,14,0.154685,1.142738
9600,15,8,730.104231,1.999609
9600,15,9,160.858960,1.777469
9600,15,10,39.646494,1.599750
9600,15,11,9.905215,1.454339
9600,15,12,2.473687,1.333160
9600,15,13,0.618715,1.230621
9600,15,14,0.154685,1.142730
9600,15,15,0.038650,1.066556
9600,16,8,730.104231,1.999583
9600,16,9,160.858960,1.777449
9600,16,10,39.646494,1.599733
9600,16,11,9.905215,1.454325
9600,16,12,2.473687,1.333148
9600,16,13,0.618715,1.230611
9600,16,14,0.154685,1.142721
9600,16,15,0.038650,1.066548
9600,16,16,0.009675,0.999896
10240,8,8,738.203298,1.999805
10240,9,8,738.203298,1.999780
10240,9,9,162.574723,1.777604
10240,10,8,738.203298,1.999756
10240,10,9,162.574723,1.777585
10240,10,10,40.063946,1.599844
10240,11,8,738.203298,1.999731
10240,11,9,162.574723,1.777566
10240,11,10,40.063946,1.599828
10240,11,11,10.008902,1.454403
10240,12,8,738.203298,1.999707
10240,12,9,162.574723,1.777546
10240,12,10,40.063946,1.599813
10240,12,11,10.008902,1.454391
10240,12,12,2.499293,1.333203
10240,13,8,738.203298,1.999683
10240,13,9,162.574723,1.777527
10240,13,10,40.063946,1.599797
10240,13,11,10.008902,1.454378
10240,13,12,2.499293,1.333192
10240,13,13,0.624982,1.230649
10240,14,8,738.203298,1.999658
10240,14,9,162.574723,1.777508
10240,14,10,40.063946,1.599781
10240,14,11,10.008902,1.454365
10240,14,12,2.499293,1.333181
10240,14,13,0.624982,1.230640
10240,14,14,0.156253,1.142746
10240,15,8,738.203298,1.999634
10240,15,9,162.574723,1.777488
10240,15,10,40.063946,1.599766
10240,15,11,10.008902,1.454352
10240,15,12,2.499293,1.333171
10240,15,13,0.624982,1.230631
10240,15,14,0.156253,1.142738
10240,15,15,0.039050,1.066563
10240,16,8,738.203298,1.999609
10240,16,9,162.574723,1.777469
10240,16,10,40.063946,1.599750
10240,16,11,10.008902,1.454339
10240,16,12,2.499293,1.333160
10240,16,13,0.624982,1.230621
10240,16,14,0.156253,1.142730
10240,16,15,0.039050,1.066556
10240,16,16,0.009775,0.999902
12288,8,8,738.206480,1.999837
12288,9,8,738.206480,1.999817
12288,9,9,162.575617,1.777633
12288,10,8,738.206480,1.999797
12288,10,9,162.575617,1.777617
12288,10,10,40.064275,1.599870
12288,11,8,738.206480,1.999776
12288,11,9,162.575617,1.777601
12288,11,10,40.064275,1.599857
12288,11,11,10.008925,1.454427
12288,12,8,738.206480,1.999756
12288,12,9,162.575617,1.777585
12288,12,10,40.064275,1.599844
12288,12,11,10.008925,1.454416
12288,12,12,2.499295,1.333225
12288,13,8,738.206480,1.999736
12288,13,9,162.575617,1.777569
12288,13,10,40.064275,1.599831
12288,13,11,10.008925,1.454406
12288,13,12,2.499295,1.333216
12288,13,13,0.624983,1.230669
12288,14,8,738.206480,1.999715
12288,14,9,162.575617,1.777553
12288,14,10,40.064275,1.599818
12288,14,11,10.008925,1.454395
12288,14,12,2.499295,1.333207
12288,14,13,0.624983,1.230661
12288,14,14,0.156254,1.142764
12288,15,8,738.206480,1.999695
12288,15,9,162.575617,1.777537
12288,15,10,40.064275,1.599805
12288,15,11,10.008925,1.454384
12288,15,12,2.499295,1.333198
12288,15,13,0.624983,1.230654
12288,15,14,0.156254,1.142758
12288,15,15,0.039050,1.066580
12288,16,8,738.206480,1.999675
12288,16,9,162.575617,1.777521
12288,16,10,40.064275,1.599792
12288,16,11,10.008925,1.454373
12288,16,12,2.499295,1.333189
12288,16,13,0.624983,1.230646
12288,16,14,0.156254,1.142751
12288,16,15,0.039050,1.066574
12288,16,16,0.009775,0.999919
12800,8,8,738.200206,1.999844
12800,9,8,738.200206,1.999824
12800,9,9,162.574034,1.777639
12800,10,8,738.200206,1.999805
12800,10,9,162.574034,1.777623
12800,10,10,40.063873,1.599875
12800,11,8,738.200206,1.999785
12800,11,9,162.574034,1.777608
12800,11,10,40.063873,1.599863
12800,11,11,10.008814,1.454432
12800,12,8,738.200206,1.999766
12800,12,9,162.574034,1.777593
12800,12,10,40.063873,1.599850
12800,12,11,10.008814,1.454421
12800,12,12,2.499267,1.333229
12800,13,8,738.200206,1.999746
12800,13,9,162.574034,1.777577
12800,13,10,40.063873,1.599838
12800,13,11,10.008814,1.454411
12800,13,12,2.499267,1.333220
12800,13,13,0.624978,1.230673
12800,14,8,738.200206,1.999727
12800,14,9,162.574034,1.777562
12800,14,10,40.063873,1.599825
12800,14,11,10.008814,1.454401
12800,14,12,2.499267,1.333212
12800,14,13,0.624978,1.230666
12800,14,14,0.156252,1.142768
12800,15,8,738.200206,1.999707
12800,15,9,162.574034,1.777546
12800,15,10,40.063873,1.599813
12800,15,11,10.008814,1.454391
12800,15,12,2.499267,1.333203
12800,15,13,0.624978,1.230658
12800,15,14,0.156252,1.142761
12800,15,15,0.039049,1.066583
12800,16,8,738.200206,1.999688
12800,16,9,162.574034,1.777531
12800,16,10,40.063873,1.599800
12800,16,11,10.008814,1.454380
12800,16,12,2.499267,1.333194
12800,16,13,0.624978,1.230651
12800,16,14,0.156252,1.142755
12800,16,15,0.039049,1.066578
12800,16,16,0.009775,0.999922
15360,8,8,738.201190,1.999870
15360,9,8,738.201190,1.999854
15360,9,9,162.574635,1.777662
15360,10,8,738.201190,1.999837
15360,10,9,162.574635,1.777649
15360,10,10,40.063884,1.599896
15360,11,8,738.201190,1.999821
15360,11,9,162.574635,1.777636
15360,11,10,40.063884,1.599885
15360,11,11,10.008836,1.454451
15360,12,8,738.201190,1.999805
15360,12,9,162.574635,1.777623
15360,12,10,40.063884,1.599875
15360,12,11,10.008836,1.454442
15360,12,12,2.499276,1.333247
15360,13,8,738.201190,1.999788
15360,13,9,162.574635,1.777611
15360,13,10,40.063884,1.599865
15360,13,11,10.008836,1.454434
15360,13,12,2.499276,1.333239
15360,13,13,0.624978,1.230689
15360,14,8,738.201190,1.999772
15360,14,9,162.574635,1.777598
15360,14,10,40.063884,1.599854
15360,14,11,10.008836,1.454425
15360,14,12,2.499276,1.333232
15360,14,13,0.624978,1.230683
15360,14,14,0.156253,1.142783
15360,15,8,738.201190,1.999756
15360,15,9,162.574635,1.777585
15360,15,10,40.063884,1.599844
15360,15,11,10.008836,1.454416
15360,15,12,2.499276,1.333225
15360,15,13,0.624978,1.230677
15360,15,14,0.156253,1.142777
15360,15,15,0.039049,1.066597
15360,16,8,738.201190,1.999740
15360,16,9,162.574635,1.777572
15360,16,10,40.063884,1.599833
15360,16,11,10.008836,1.454408
15360,16,12,2.499276,1.333218
15360,16,13,0.624978,1.230671
15360,16,14,0.156253,1.142772
15360,16,15,0.039049,1.066593
15360,16,16,0.009775,0.999935
19200,8,8,738.194689,1.999896
19200,9,8,738.194689,1.999883
19200,9,9,162.573039,1.777685
19200,10,8,738.194689,1.999870
19200,10,9,162.573039,1.777675
19200,10,10,40.063696,1.599917
19200,11,8,738.194689,1.999857
19200,11,9,162.573039,1.777665
19200,11,10,40.063696,1.599908
19200,11,11,10.008785,1.454470
19200,12,8,738.194689,1.999844
19200,12,9,162.573039,1.777654
19200,12,10,40.063696,1.599900
19200,12,11,10.008785,1.454463
19200,12,12,2.499257,1.333264
19200,13,8,738.194689,1.999831
19200,13,9,162.573039,1.777644
19200,13,10,40.063696,1.599892
19200,13,11,10.008785,1.454456
19200,13,12,2.499257,1.333258
19200,13,13,0.624974,1.230705
19200,14,8,738.194689,1.999818
19200,14,9,162.573039,1.777634
19200,14,10,40.063696,1.599883
19200,14,11,10.008785,1.454449
19200,14,12,2.499257,1.333252
19200,14,13,0.624974,1.230700
19200,14,14,0.156251,1.142798
19200,15,8,738.194689,1.999805
19200,15,9,162.573039,1.777623
19200,15,10,40.063696,1.599875
19200,15,11,10.008785,1.454442
19200,15,12,2.499257,1.333247
19200,15,13,0.624974,1.230695
19200,15,14,0.156251,1.142793
19200,15,15,0.039049,1.066611
19200,16,8,738.194689,1.999792
19200,16,9,162.573039,1.777613
19200,16,10,40.063696,1.599867
19200,16,11,10.008785,1.454435
19200,16,12,2.499257,1.333241
19200,16,13,0.624974,1.230690
19200,16,14,0.156251,1.142789
19200,16,15,0.039049,1.066607
19200,16,16,0.009775,0.999948
20480,8,8,738.196457,1.999902
20480,9,8,738.196457,1.999890
20480,9,9,162.573476,1.777691
20480,10,8,738.196457,1.999878
20480,10,9,162.573476,1.777681
20480,10,10,40.063726,1.599922
20480,11,8,738.196457,1.999866
20480,11,9,162.573476,1.777672
20480,11,10,40.063726,1.599914
20480,11,11,10.008826,1.454474
20480,12,8,738.196457,1.999854
20480,12,9,162.573476,1.777662
20480,12,10,40.063726,1.599906
20480,12,11,10.008826,1.454468
20480,12,12,2.499273,1.333268
20480,13,8,738.196457,1.999841
20480,13,9,162.573476,1.777652
20480,13,10,40.063726,1.599898
20480,13,11,10.008826,1.454462
20480,13,12,2.499273,1.333263
20480,13,13,0.624977,1.230709
20480,14,8,738.196457,1.999829
20480,14,9,162.573476,1.777643
20480,14,10,40.063726,1.599891
20480,14,11,10.008826,1.454455
20480,14,12,2.499273,1.333257
20480,14,13,0.624977,1.230705
20480,14,14,0.156252,1.142801
20480,15,8,738.196457,1.999817
20480,15,9,162.573476,1.777633
20480,15,10,40.063726,1.599883
20480,15,11,10.008826,1.454449
20480,15,12,2.499273,1.333252
20480,15,13,0.624977,1.230700
20480,15,14,0.156252,1.142797
20480,15,15,0.039049,1.066615
20480,16,8,738.196457,1.999805
20480,16,9,162.573476,1.777623
20480,16,10,40.063726,1.599875
20480,16,11,10.008826,1.454442
20480,16,12,2.499273,1.333247
20480,16,13,0.624977,1.230695
20480,16,14,0.156252,1.142793
20480,16,15,0.039049,1.066611
20480,16,16,0.009775,0.999951
25600,8,8,738.194494,1.999922
25600,9,8,738.194494,1.999912
25600,9,9,162.572978,1.777708
25600,10,8,738.194494,1.999902
25600,10,9,162.572978,1.777701
25600,10,10,40.063576,1.599938
25600,11,8,738.194494,1.999893
25600,11,9,162.572978,1.777693
25600,11,10,40.063576,1.599931
25600,11,11,10.008766,1.454489
25600,12,8,738.194494,1.999883
25600,12,9,162.572978,1.777685
25600,12,10,40.063576,1.599925
25600,12,11,10.008766,1.454483
25600,12,12,2.499256,1.333281
25600,13,8,738.194494,1.999873
25600,13,9,162.572978,1.777677
25600,13,10,40.063576,1.599919
25600,13,11,10.008766,1.454478
25600,13,12,2.499256,1.333277
25600,13,13,0.624974,1.230721
25600,14,8,738.194494,1.999863
25600,14,9,162.572978,1.777670
25600,14,10,40.063576,1.599913
25600,14,11,10.008766,1.454473
25600,14,12,2.499256,1.333273
25600,14,13,0.624974,1.230717
25600,14,14,0.156251,1.142813
25600,15,8,738.194494,1.999854
25600,15,9,162.572978,1.777662
25600,15,10,40.063576,1.599906
25600,15,11,10.008766,1.454468
25600,15,12,2.499256,1.333268
25600,15,13,0.624974,1.230714
25600,15,14,0.156251,1.142809
25600,15,15,0.039049,1.066625
25600,16,8,738.194494,1.999844
25600,16,9,162.572978,1.777654
25600,16,10,40.063576,1.599900
25600,16,11,10.008766,1.454463
25600,16,12,2.499256,1.333264
25600,16,13,0.624974,1.230710
25600,16,14,0.156251,1.142806
25600,16,15,0.039049,1.066622
25600,16,16,0.009775,0.999961
30720,8,8,738.196310,1.999935
30720,9,8,738.196310,1.999927
30720,9,9,162.573534,1.777720
30720,10,8,738.196310,1.999919
30720,10,9,162.573534,1.777713
30720,10,10,40.063781,1.599948
30720,11,8,738.196310,1.999910
30720,11,9,162.573534,1.777707
30720,11,10,40.063781,1.599943
30720,11,11,10.008777,1.454498
30720,12,8,738.196310,1.999902
30720,12,9,162.573534,1.777701
30720,12,10,40.063781,1.599938
30720,12,11,10.008777,1.454494
30720,12,12,2.499260,1.333290
30720,13,8,738.196310,1.999894
30720,13,9,162.573534,1.777694
30720,13,10,40.063781,1.599932
30720,13,11,10.008777,1.454489
30720,13,12,2.499260,1.333286
30720,13,13,0.624974,1.230729
30720,14,8,738.196310,1.999886
30720,14,9,162.573534,1.777688
30720,14,10,40.063781,1.599927
30720,14,11,10.008777,1.454485
30720,14,12,2.499260,1.333283
30720,14,13,0.624974,1.230726
30720,14,14,0.156252,1.142820
30720,15,8,738.196310,1.999878
30720,15,9,162.573534,1.777681
30720,15,10,40.063781,1.599922
30720,15,11,10.008777,1.454481
30720,15,12,2.499260,1.333279
30720,15,13,0.624974,1.230723
30720,15,14,0.156252,1.142817
30720,15,15,0.039049,1.066632
30720,16,8,738.196310,1.999870
30720,16,9,162.573534,1.777675
30720,16,10,40.063781,1.599917
30720,16,11,10.008777,1.454477
30720,16,12,2.499260,1.333275
30720,16,13,0.624974,1.230720
30720,16,14,0.156252,1.142815
30720,16,15,0.039049,1.066630
30720,16,16,0.009775,0.999967
38400,8,8,738.191451,1.999948
38400,9,8,738.191451,1.999941
38400,9,9,162.572473,1.777731
38400,10,8,738.191451,1.999935
38400,10,9,162.572473,1.777726
38400,10,10,40.063518,1.599958
38400,11,8,738.191451,1.999928
38400,11,9,162.572473,1.777721
38400,11,10,40.063518,1.599954
38400,11,11,10.008740,1.454508
38400,12,8,738.191451,1.999922
38400,12,9,162.572473,1.777716
38400,12,10,40.063518,1.599950
38400,12,11,10.008740,1.454504
38400,12,12,2.499242,1.333299
38400,13,8,738.191451,1.999915
38400,13,9,162.572473,1.777711
38400,13,10,40.063518,1.599946
38400,13,11,10.008740,1.454501
38400,13,12,2.499242,1.333296
38400,13,13,0.624971,1.230737
38400,14,8,738.191451,1.999909
38400,14,9,162.572473,1.777706
38400,14,10,40.063518,1.599942
38400,14,11,10.008740,1.454497
38400,14,12,2.499242,1.333293
38400,14,13,0.624971,1.230735
38400,14,14,0.156251,1.142827
38400,15,8,738.191451,1.999902
38400,15,9,162.572473,1.777701
38400,15,10,40.063518,1.599938
38400,15,11,10.008740,1.454494
38400,15,12,2.499242,1.333290
38400,15,13,0.624971,1.230732
38400,15,14,0.156251,1.142825
38400,15,15,0.039049,1.066639
38400,16,8,738.191451,1.999896
38400,16,9,162.572473,1.777695
38400,16,10,40.063518,1.599933
38400,16,11,10.008740,1.454490
38400,16,12,2.499242,1.333287
38400,16,13,0.624971,1.230730
38400,16,14,0.156251,1.142823
38400,16,15,0.039049,1.066637
38400,16,16,0.009775,0.999974
51200,8,8,738.188598,1.999961
51200,9,8,738.188598,1.999956
51200,9,9,162.571821,1.777743
51200,10,8,738.188598,1.999951
51200,10,9,162.571821,1.777739
51200,10,10,40.063414,1.599969
51200,11,8,738.188598,1.999946
51200,11,9,162.571821,1.777735
51200,11,10,40.063414,1.599966
51200,11,11,10.008706,1.454517
51200,12,8,738.188598,1.999941
51200,12,9,162.571821,1.777731
51200,12,10,40.063414,1.599963
51200,12,11,10.008706,1.454514
51200,12,12,2.499235,1.333307
51200,13,8,738.188598,1.999937
51200,13,9,162.571821,1.777728
51200,13,10,40.063414,1.599959
51200,13,11,10.008706,1.454512
51200,13,12,2.499235,1.333305
51200,13,13,0.624969,1.230745
51200,14,8,738.188598,1.999932
51200,14,9,162.571821,1.777724
51200,14,10,40.063414,1.599956
51200,14,11,10.008706,1.454509
51200,14,12,2.499235,1.333303
51200,14,13,0.624969,1.230743
51200,14,14,0.156251,1.142835
51200,15,8,738.188598,1.999927
51200,15,9,162.571821,1.777720
51200,15,10,40.063414,1.599953
51200,15,11,10.008706,1.454507
51200,15,12,2.499235,1.333301
51200,15,13,0.624969,1.230741
51200,15,14,0.156251,1.142833
51200,15,15,0.039049,1.066646
51200,16,8,738.188598,1.999922
51200,16,9,162.571821,1.777716
51200,16,10,40.063414,1.599950
51200,16,11,10.008706,1.454504
51200,16,12,2.499235,1.333299
51200,16,13,0.624969,1.230740
51200,16,14,0.156251,1.142832
51200,16,15,0.039049,1.066644
51200,16,16,0.009774,0.999980
61440,8,8,738.186672,1.999967
61440,9,8,738.186672,1.999963
61440,9,9,162.571523,1.777749
61440,10,8,738.186672,1.999959
61440,10,9,162.571523,1.777746
61440,10,10,40.063342,1.599974
61440,11,8,738.186672,1.999955
61440,11,9,162.571523,1.777742
61440,11,10,40.063342,1.599971
61440,11,11,10.008686,1.454522
61440,12,8,738.186672,1.999951
61440,12,9,162.571523,1.777739
61440,12,10,40.063342,1.599969
61440,12,11,10.008686,1.454520
61440,12,12,2.499223,1.333312
61440,13,8,738.186672,1.999947
61440,13,9,162.571523,1.777736
61440,13,10,40.063342,1.599966
61440,13,11,10.008686,1.454517
61440,13,12,2.499223,1.333310
61440,13,13,0.624966,1.230749
61440,14,8,738.186672,1.999943
61440,14,9,162.571523,1.777733
61440,14,10,40.063342,1.599964
61440,14,11,10.008686,1.454515
61440,14,12,2.499223,1.333308
61440,14,13,0.624966,1.230748
61440,14,14,0.156250,1.142839
61440,15,8,738.186672,1.999939
61440,15,9,162.571523,1.777730
61440,15,10,40.063342,1.599961
61440,15,11,10.008686,1.454513
61440,15,12,2.499223,1.333306
61440,15,13,0.624966,1.230746
61440,15,14,0.156250,1.142837
61440,15,15,0.039049,1.066649
61440,16,8,738.186672,1.999935
61440,16,9,162.571523,1.777726
61440,16,10,40.063342,1.599958
61440,16,11,10.008686,1.454511
61440,16,12,2.499223,1.333304
61440,16,13,0.624966,1.230745
61440,16,14,0.156250,1.142836
61440,16,15,0.039049,1.066648
61440,16,16,0.009774,0.999984
76800,8,8,738.188661,1.999974
76800,9,8,738.188661,1.999971
76800,9,9,162.572063,1.777755
76800,10,8,738.188661,1.999967
76800,10,9,162.572063,1.777752
76800,10,10,40.063513,1.599979
76800,11,8,738.188661,1.999964
76800,11,9,162.572063,1.777749
76800,11,10,40.063513,1.599977
76800,11,11,10.008711,1.454527
76800,12,8,738.188661,1.999961
76800,12,9,162.572063,1.777747
76800,12,10,40.063513,1.599975
76800,12,11,10.008711,1.454525
76800,12,12,2.499234,1.333316
76800,13,8,738.188661,1.999958
76800,13,9,162.572063,1.777744
76800,13,10,40.063513,1.599973
76800,13,11,10.008711,1.454523
76800,13,12,2.499234,1.333315
76800,13,13,0.624968,1.230753
76800,14,8,738.188661,1.999954
76800,14,9,162.572063,1.777742
76800,14,10,40.063513,1.599971
76800,14,11,10.008711,1.454521
76800,14,12,2.499234,1.333313
76800,14,13,0.624968,1.230752
76800,14,14,0.156250,1.142842
76800,15,8,738.188661,1.999951
76800,15,9,162.572063,1.777739
76800,15,10,40.063513,1.599969
76800,15,11,10.008711,1.454520
76800,15,12,2.499234,1.333312
76800,15,13,0.624968,1.230751
76800,15,14,0.156250,1.142841
76800,15,15,0.039049,1.066653
76800,16,8,738.188661,1.999948
76800,16,9,162.572063,1.777737
76800,16,10,40.063513,1.599967
76800,16,11,10.008711,1.454518
76800,16,12,2.499234,1.333310
76800,16,13,0.624968,1.230750
76800,16,14,0.156250,1.142840
76800,16,15,0.039049,1.066652
76800,16,16,0.009774,0.999987
102400,8,8,738.186036,1.999980
102400,9,8,738.186036,1.999978
102400,9,9,162.571343,1.777760
102400,10,8,738.186036,1.999976
102400,10,9,162.571343,1.777758
102400,10,10,40.063378,1.599984
102400,11,8,738.186036,1.999973
102400,11,9,162.571343,1.777757
102400,11,10,40.063378,1.599983
102400,11,11,10.008701,1.454531
102400,12,8,738.186036,1.999971
102400,12,9,162.571343,1.777755
102400,12,10,40.063378,1.599981
102400,12,11,10.008701,1.454530
102400,12,12,2.499229,1.333320
102400,13,8,738.186036,1.999968
102400,13,9,162.571343,1.777753
102400,13,10,40.063378,1.599980
102400,13,11,10.008701,1.454529
102400,13,12,2.499229,1.333319
102400,13,13,0.624966,1.230757
102400,14,8,738.186036,1.999966
102400,14,9,162.571343,1.777751
102400,14,10,40.063378,1.599978
102400,14,11,10.008701,1.454527
102400,14,12,2.499229,1.333318
102400,14,13,0.624966,1.230756
102400,14,14,0.156250,1.142846
102400,15,8,738.186036,1.999963
102400,15,9,162.571343,1.777749
102400,15,10,40.063378,1.599977
102400,15,11,10.008701,1.454526
102400,15,12,2.499229,1.333317
102400,15,13,0.624966,1.230755
102400,15,14,0.156250,1.142845
102400,15,15,0.039049,1.066656
102400,16,8,738.186036,1.999961
102400,16,9,162.571343,1.777747
102400,16,10,40.063378,1.599975
102400,16,11,10.008701,1.454525
102400,16,12,2.499229,1.333316
102400,16,13,0.624966,1.230754
